id,country,state,neighbourhood_cleansed,property_type,square_meters,price,room_type,bathrooms,bedrooms,beds
5524181,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.98,$150.00 ,Entire home/apt,1,0,4
30574608,Australia,NSW,BYRON SHIRE COUNCIL,House,21.76,$150.00 ,Private room,1,1,1
10091336,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,20.89,$150.00 ,Entire home/apt,1,1,1
11681052,Australia,NSW,BYRON SHIRE COUNCIL,Other,21.98,$150.00 ,Private room,1,1,1
4561156,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.92,$151.00 ,Entire home/apt,1,1,1
22496985,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.14,$151.00 ,Private room,1,1,1
21556309,Australia,NSW,BYRON SHIRE COUNCIL,House,21.75,$118.00 ,Entire home/apt,1,3,4
12368063,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.77,$130.00 ,Private room,1.5,1,1
26931323,Australia,NSW,BYRON SHIRE COUNCIL,House,22.04,$160.00 ,Entire home/apt,1,3,3
6529658,Australia,New South Wales,BYRON SHIRE COUNCIL,Guest suite,19.36,$99.00 ,Entire home/apt,1,1,1
17897506,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.36,$99.00 ,Entire home/apt,1,1,2
22230027,Australia,NSW,BYRON SHIRE COUNCIL,House,20.36,$99.00 ,Private room,1,1,1
16453979,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,19.36,$99.00 ,Private room,2,1,2
15972112,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.36,$99.00 ,Private room,1,1,1
3980566,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.83,$145.00 ,Entire home/apt,1,1,1
31298950,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.76,$138.00 ,Entire home/apt,1,0,2
19740747,Australia,NSW,BYRON SHIRE COUNCIL,House,22.50,$153.00 ,Private room,1,1,1
17930406,Australia,NSW,BYRON SHIRE COUNCIL,House,19.75,$114.00 ,Entire home/apt,1.5,4,5
17829816,Australia,NSW,BYRON SHIRE COUNCIL,House,19.60,$100.00 ,Private room,1.5,1,1
27789265,Australia,NSW,BYRON SHIRE COUNCIL,House,20.36,$139.00 ,Private room,1,1,1
33347801,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.07,$165.00 ,Private room,1,1,1
33347773,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.07,$165.00 ,Private room,1,1,1
4457611,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.48,$111.00 ,Entire home/apt,1,2,2
432774,Australia,NSW,BYRON SHIRE COUNCIL,Loft,21.51,$149.00 ,Entire home/apt,1,2,2
13914763,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.16,$129.00 ,Entire home/apt,1,1,2
19967982,Australia,NSW,BYRON SHIRE COUNCIL,House,22.63,$150.00 ,Private room,1,1,1
15091598,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.10,$124.00 ,Entire home/apt,1,1,1
7777758,Australia,New South Wales,BYRON SHIRE COUNCIL,House,22.02,$131.00 ,Entire home/apt,1,1,2
33348101,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.13,$125.00 ,Entire home/apt,1,1,1
10140578,Australia,NSW,BYRON SHIRE COUNCIL,House,20.13,$125.00 ,Entire home/apt,1,0,4
29599501,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.81,$125.00 ,Entire home/apt,1,0,1
30351090,Australia,NSW,BYRON SHIRE COUNCIL,House,22.48,$145.00 ,Private room,1,1,4
7187813,Australia,NSW,BYRON SHIRE COUNCIL,House,22.97,$170.00 ,Entire home/apt,1.5,2,4
18203945,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.30,$170.00 ,Entire home/apt,1,1,1
23207353,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.23,$110.00 ,Entire home/apt,1,1,1
19794681,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.25,$140.00 ,Entire home/apt,1,1,1
5776885,Australia,NSW,BYRON SHIRE COUNCIL,House,21.27,$111.00 ,Private room,1,1,1
9996065,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.63,$141.00 ,Entire home/apt,1,1,1
3083843,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.84,$165.00 ,Private room,1,1,2
1818309,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.84,$165.00 ,Entire home/apt,2,2,4
16713420,Australia,NSW,BYRON SHIRE COUNCIL,House,21.30,$149.00 ,Entire home/apt,1,1,1
14219882,Australia,NSW,BYRON SHIRE COUNCIL,House,20.90,$107.00 ,Private room,1,1,1
14042095,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.10,$175.00 ,Entire home/apt,2.5,2,2
5299313,Australia,NSW,BYRON SHIRE COUNCIL,House,21.11,$150.00 ,Private room,1,1,1
10039538,Australia,NSW,BYRON SHIRE COUNCIL,House,21.35,$124.00 ,Entire home/apt,1,0,2
30464344,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.01,$159.00 ,Entire home/apt,1,1,2
4531042,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.70,$151.00 ,Entire home/apt,1,1,1
33407350,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,20.96,$119.00 ,Entire home/apt,1,1,1
26756268,Australia,NSW,BYRON SHIRE COUNCIL,House,20.73,$152.00 ,Entire home/apt,1,2,2
16835560,Australia,NSW,BYRON SHIRE COUNCIL,House,21.83,$169.00 ,Entire home/apt,1,3,6
25118003,Australia,NSW,BYRON SHIRE COUNCIL,House,20.78,$109.00 ,Private room,1,2,2
4198805,Australia,New South Wales,BYRON SHIRE COUNCIL,Guesthouse,20.97,$145.00 ,Entire home/apt,1,1,1
944331,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.26,$145.00 ,Entire home/apt,1,1,2
30019636,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.29,$161.00 ,Entire home/apt,1,1,2
15524234,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,23.68,$180.00 ,Entire home/apt,1,2,3
14899143,Australia,New South Wales,BYRON SHIRE COUNCIL,House,22.11,$171.00 ,Entire home/apt,1,1,1
32746962,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.83,$121.00 ,Entire home/apt,1,1,1
4647830,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,19.79,$121.00 ,Entire home/apt,1,1,1
21462921,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.66,$121.00 ,Entire home/apt,1,1,1
648394,Australia,NSW,BYRON SHIRE COUNCIL,House,21.89,$140.00 ,Private room,1,1,1
5841718,Australia,NSW,BYRON SHIRE COUNCIL,House,21.25,$140.00 ,Private room,2,1,1
17611226,Australia,NSW,BYRON SHIRE COUNCIL,House,20.04,$111.00 ,Private room,1,1,1
10139529,Australia,NSW,BYRON SHIRE COUNCIL,House,20.66,$111.00 ,Private room,1,1,1
16910222,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.49,$141.00 ,Entire home/apt,1,0,1
33478022,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.27,$156.00 ,Entire home/apt,1,0,1
62754,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.30,$183.00 ,Private room,1,1,1
26345411,Australia,NSW,BYRON SHIRE COUNCIL,House,20.89,$117.00 ,Private room,1,1,1
33347740,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.28,$165.00 ,Private room,1,1,1
2437716,Australia,NSW,BYRON SHIRE COUNCIL,House,22.82,$149.00 ,Entire home/apt,1,1,1
11978190,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.73,$149.00 ,Entire home/apt,1,1,2
29320454,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.89,$129.00 ,Private room,1,1,1
32147660,Australia,NSW,BYRON SHIRE COUNCIL,House,22.20,$150.00 ,Private room,1,1,1
19612324,Australia,NSW,BYRON SHIRE COUNCIL,House,21.56,$124.00 ,Private room,1,1,1
19627838,Australia,NSW,BYRON SHIRE COUNCIL,House,21.35,$151.00 ,Private room,1,1,1
16298915,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.79,$151.00 ,Entire home/apt,1,0,1
31315439,Australia,NSW,BYRON SHIRE COUNCIL,House,23.11,$159.00 ,Private room,1,1,1
416821,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.79,$119.00 ,Entire home/apt,1,1,1
27877384,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.17,$131.00 ,Entire home/apt,1,0,1
32437797,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,20.77,$114.00 ,Entire home/apt,1,0,1
5129022,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.19,$114.00 ,Entire home/apt,1,1,1
30700038,Australia,Nsw,BYRON SHIRE COUNCIL,House,20.16,$114.00 ,Private room,1,1,1
11804575,Australia,NSW,BYRON SHIRE COUNCIL,House,20.13,$125.00 ,Private room,1,1,1
22357045,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.76,$125.00 ,Entire home/apt,1,1,1
29861107,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.25,$152.00 ,Entire home/apt,1,1,1
21771107,Australia,NSW,BYRON SHIRE COUNCIL,House,22.04,$160.00 ,Private room,1,1,1
17736218,Australia,NSW,BYRON SHIRE COUNCIL,House,23.14,$160.00 ,Private room,1,1,1
28080459,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.21,$146.00 ,Entire home/apt,1,1,1
28554059,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.79,$190.00 ,Entire home/apt,1,1,1
4514406,Australia,NSW,BYRON SHIRE COUNCIL,House,21.88,$190.00 ,Entire home/apt,1,2,3
31150358,Australia,NSW,BYRON SHIRE COUNCIL,House,23.68,$180.00 ,Private room,1,1,1
26699501,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.45,$121.00 ,Entire home/apt,1,1,1
23598224,Australia,NSW,BYRON SHIRE COUNCIL,House,22.32,$140.00 ,Private room,1,1,1
466924,Australia,NSW,BYRON SHIRE COUNCIL,House,22.32,$140.00 ,Private room,1,1,2
31492831,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.34,$155.00 ,Entire home/apt,1,0,1
30594543,Australia,NSW,BYRON SHIRE COUNCIL,House,20.03,$122.00 ,Private room,1,1,1
19101364,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.65,$128.00 ,Entire home/apt,1,1,1
33531607,Australia,NSW,BYRON SHIRE COUNCIL,House,22.35,$141.00 ,Private room,1,3,1
22888652,Australia,NSW,BYRON SHIRE COUNCIL,House,20.24,$135.00 ,Private room,1,1,1
17811152,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.11,$129.00 ,Entire home/apt,1,1,1
3579287,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.33,$150.00 ,Private room,1,1,1
14691440,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.58,$185.00 ,Entire home/apt,1,1,1
24561655,Australia,NSW,BYRON SHIRE COUNCIL,House,20.52,$124.00 ,Private room,1,1,1
32171909,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.57,$151.00 ,Entire home/apt,1,1,2
12771572,Australia,New South Wales,BYRON SHIRE COUNCIL,House,21.17,$119.00 ,Private room,1,1,1
26542152,Australia,NSW,BYRON SHIRE COUNCIL,House,21.81,$125.00 ,Private room,1,1,1
32091329,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.39,$125.00 ,Entire home/apt,1,1,1
18085142,Australia,NSW,BYRON SHIRE COUNCIL,House,21.60,$131.00 ,Entire home/apt,1,2,2
5995369,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.70,$160.00 ,Entire home/apt,1,1,1
15620588,Australia,NSW,BYRON SHIRE COUNCIL,House,21.83,$145.00 ,Private room,1,1,1
10755488,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.76,$189.00 ,Entire home/apt,1,1,1
24877953,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.07,$139.00 ,Entire home/apt,1,1,1
33191287,Australia,NSW,BYRON SHIRE COUNCIL,House,21.64,$139.00 ,Private room,1,1,1
16407425,Australia,NSW,BYRON SHIRE COUNCIL,House,21.87,$121.00 ,Private room,1,1,1
4458008,Australia,NSW,BYRON SHIRE COUNCIL,House,21.24,$121.00 ,Entire home/apt,2,3,2
25236998,Australia,NSW,BYRON SHIRE COUNCIL,House,20.83,$121.00 ,Private room,1,1,1
17128347,Australia,NSW,BYRON SHIRE COUNCIL,House,22.79,$190.00 ,Entire home/apt,1,1,3
10038584,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.23,$180.00 ,Entire home/apt,1,2,3
31623001,Australia,NSW,BYRON SHIRE COUNCIL,House,21.65,$180.00 ,Entire home/apt,2,4,5
6227896,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.68,$180.00 ,Entire home/apt,1,1,1
410733,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.21,$171.00 ,Entire home/apt,1,1,1
16870802,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.55,$171.00 ,Entire home/apt,1,1,1
23153926,Australia,NSW,BYRON SHIRE COUNCIL,House,21.66,$171.00 ,Entire home/apt,1,2,3
23651676,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.89,$140.00 ,Entire home/apt,1,1,1
30775257,Australia,NSW,BYRON SHIRE COUNCIL,House,23.03,$181.00 ,Entire home/apt,1,3,5
15902815,Australia,NSW,BYRON SHIRE COUNCIL,House,22.12,$155.00 ,Private room,1,1,2
23982498,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.11,$129.00 ,Entire home/apt,1,1,2
12313618,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.74,$129.00 ,Private room,1.5,1,1
12796965,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.16,$129.00 ,Entire home/apt,1,1,1
22816134,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.62,$165.00 ,Private room,1,1,2
17629178,Australia,NSW,BYRON SHIRE COUNCIL,House,22.42,$194.00 ,Entire home/apt,1,2,2
17671037,Australia,NSW,BYRON SHIRE COUNCIL,House,21.55,$136.00 ,Entire home/apt,1,2,2
10813390,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.70,$136.00 ,Entire home/apt,1,0,2
20876321,Australia,NSW,BYRON SHIRE COUNCIL,House,21.35,$124.00 ,Private room,1,1,1
4033174,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.53,$175.00 ,Entire home/apt,1,1,1
26790871,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.22,$185.00 ,Entire home/apt,1,1,1
33349923,Australia,NSW,BYRON SHIRE COUNCIL,House,23.83,$186.00 ,Entire home/apt,1,3,4
16033204,Australia,NSW,BYRON SHIRE COUNCIL,House,21.39,$125.00 ,Entire home/apt,1,2,2
29378511,Australia,NSW,BYRON SHIRE COUNCIL,House,21.18,$125.00 ,Private room,1,1,1
12294781,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.86,$197.00 ,Entire home/apt,1,1,2
14060167,Australia,NSW,BYRON SHIRE COUNCIL,House,23.37,$168.00 ,Private room,1,1,1
346741,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.63,$126.00 ,Private room,,1,1
16595875,Australia,NSW,BYRON SHIRE COUNCIL,House,22.53,$170.00 ,Entire home/apt,2,3,1
32819557,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,22.78,$200.00 ,Entire home/apt,0,0,1
6663898,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.32,$200.00 ,Entire home/apt,1,1,1
18154661,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.70,$200.00 ,Entire home/apt,1,2,2
6146558,Australia,NSW,BYRON SHIRE COUNCIL,House,23.24,$190.00 ,Entire home/apt,1.5,4,4
7349456,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.47,$190.00 ,Entire home/apt,1,1,1
21949167,Australia,NSW,BYRON SHIRE COUNCIL,Other,23.00,$171.00 ,Entire home/apt,1,0,1
17870778,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.70,$134.00 ,Entire home/apt,1,1,1
17982118,Australia,NSW,BYRON SHIRE COUNCIL,House,22.58,$181.00 ,Entire home/apt,1,2,2
29994327,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.13,$191.00 ,Entire home/apt,1,2,2
18839739,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,20.63,$141.00 ,Entire home/apt,1,1,1
18182333,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,23.28,$182.00 ,Private room,1.5,2,3
22735108,Australia,NSW,BYRON SHIRE COUNCIL,Loft,22.17,$142.00 ,Entire home/apt,1,1,1
10477291,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.91,$136.00 ,Entire home/apt,1,1,1
24377828,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,20.70,$136.00 ,Entire home/apt,1,0,2
34062821,Australia,NSW,BYRON SHIRE COUNCIL,House,22.19,$194.00 ,Private room,1,1,1
16326559,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.98,$166.00 ,Entire home/apt,1,1,1
26139094,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.98,$195.00 ,Entire home/apt,1,0,1
20766663,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.88,$151.00 ,Private room,1.5,2,2
14920736,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.86,$170.00 ,Private room,1,1,1
17029195,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.10,$180.00 ,Entire home/apt,1,0,1
31519748,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.27,$224.00 ,Entire home/apt,1,1,2
8722615,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.79,$190.00 ,Entire home/apt,1.5,0,1
33453358,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.67,$181.00 ,Entire home/apt,1,0,1
33911394,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,22.35,$148.00 ,Entire home/apt,1,0,2
9828959,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.86,$215.00 ,Entire home/apt,1,1,2
17994890,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.73,$165.00 ,Entire home/apt,1,1,1
10022455,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.33,$150.00 ,Entire home/apt,1,1,1
657024,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.85,$150.00 ,Entire home/apt,1,1,1
29261946,Australia,NSW,BYRON SHIRE COUNCIL,House,21.54,$150.00 ,Private room,1,1,1
23551211,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.54,$150.00 ,Entire home/apt,1,2,3
19364289,Australia,NSW,BYRON SHIRE COUNCIL,Other,22.63,$143.00 ,Private room,1,1,1
14189530,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.34,$194.00 ,Entire home/apt,1,1,1
31362865,Australia,NSW,BYRON SHIRE COUNCIL,House,21.53,$175.00 ,Private room,1,1,1
17368082,Australia,NSW,BYRON SHIRE COUNCIL,House,24.56,$230.00 ,Entire home/apt,2,2,3
409773,Australia,NSW,BYRON SHIRE COUNCIL,House,24.33,$230.00 ,Entire home/apt,0,1,1
23843744,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.79,$151.00 ,Entire home/apt,1,1,1
17483441,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.35,$151.00 ,Entire home/apt,1,1,1
5280663,Australia,NSW,BYRON SHIRE COUNCIL,House,21.56,$176.00 ,Entire home/apt,1,1,2
4054218,Australia,New South Wales,BYRON SHIRE COUNCIL,Apartment,22.25,$220.00 ,Entire home/apt,1,1,1
22870106,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.73,$178.00 ,Entire home/apt,1,0,1
32277153,Australia,NSW,BYRON SHIRE COUNCIL,House,21.85,$161.00 ,Entire home/apt,1,1,2
990739,Australia,NSW,BYRON SHIRE COUNCIL,House,23.92,$210.00 ,Entire home/apt,1.5,3,3
18063781,Australia,NSW,BYRON SHIRE COUNCIL,Other,22.30,$170.00 ,Entire home/apt,1.5,1,1
4805643,Australia,NSW,BYRON SHIRE COUNCIL,House,24.92,$236.00 ,Private room,1,1,1
28991338,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.55,$200.00 ,Entire home/apt,1,1,2
23220697,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.47,$200.00 ,Entire home/apt,1,0,1
1798659,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.33,$180.00 ,Entire home/apt,1,0,1
1095339,Australia,NSW,BYRON SHIRE COUNCIL,House,23.00,$180.00 ,Entire home/apt,1.5,3,3
17812376,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.78,$180.00 ,Entire home/apt,1,1,1
4868643,Australia,NSW,BYRON SHIRE COUNCIL,House,22.10,$180.00 ,Entire home/apt,1,2,3
30782421,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.10,$180.00 ,Entire home/apt,1,1,1
20123619,Australia,NSW,BYRON SHIRE COUNCIL,House,22.80,$181.00 ,Entire home/apt,1,1,1
9230392,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.58,$225.00 ,Entire home/apt,1,2,4
23468040,Australia,NSW,BYRON SHIRE COUNCIL,House,22.12,$213.00 ,Private room,1,1,1
29349380,Australia,NSW,BYRON SHIRE COUNCIL,House,24.04,$240.00 ,Private room,1,3,1
7538764,Australia,NSW,BYRON SHIRE COUNCIL,House,21.96,$157.00 ,Entire home/apt,2,3,4
11798926,Australia,NSW,BYRON SHIRE COUNCIL,House,21.54,$150.00 ,Private room,1,1,1
11829454,Australia,NSW,BYRON SHIRE COUNCIL,House,22.63,$150.00 ,Private room,1,1,1
9301911,Australia,NSW,BYRON SHIRE COUNCIL,House,21.11,$150.00 ,Entire home/apt,1,1,1
23999601,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.76,$150.00 ,Entire home/apt,1,1,1
4371120,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.54,$150.00 ,Entire home/apt,1,1,1
23997335,Australia,NSW,BYRON SHIRE COUNCIL,House,21.73,$194.00 ,Entire home/apt,1,1,1
30296390,Australia,NSW,BYRON SHIRE COUNCIL,House,23.11,$194.00 ,Entire home/apt,2,2,2
19703510,Australia,NSW,BYRON SHIRE COUNCIL,House,22.66,$205.00 ,Entire home/apt,2,3,4
32527775,Australia,NSW,BYRON SHIRE COUNCIL,House,23.81,$205.00 ,Private room,1,1,1
18618899,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.12,$205.00 ,Entire home/apt,1,1,1
23221929,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.96,$220.00 ,Entire home/apt,1,1,1
4167204,Australia,NSW,BYRON SHIRE COUNCIL,House,22.98,$221.00 ,Private room,1,1,1
5398489,Australia,NSW,BYRON SHIRE COUNCIL,House,21.85,$179.00 ,Entire home/apt,1.5,3,6
7421690,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.44,$171.00 ,Entire home/apt,1,1,1
24027588,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.10,$180.00 ,Entire home/apt,1,1,2
1130956,Australia,NSW,BYRON SHIRE COUNCIL,House,22.78,$180.00 ,Entire home/apt,1,2,2
32292314,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.45,$180.00 ,Entire home/apt,1,1,1
14057960,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.55,$200.00 ,Entire home/apt,1,1,1
2058383,Australia,NSW,BYRON SHIRE COUNCIL,House,25.18,$250.00 ,Entire home/apt,1,1,2
19719444,Australia,NSW,BYRON SHIRE COUNCIL,House,22.34,$163.00 ,Private room,1,1,1
18510438,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,24.00,$251.00 ,Entire home/apt,1,1,1
26479102,Australia,NSW,BYRON SHIRE COUNCIL,House,22.82,$238.00 ,Entire home/apt,1,2,2
2819462,Australia,NSW,BYRON SHIRE COUNCIL,Other,23.29,$225.00 ,Entire home/apt,1,0,1
11496484,Australia,NSW,BYRON SHIRE COUNCIL,House,23.52,$225.00 ,Private room,1,1,1
6328425,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.54,$226.00 ,Entire home/apt,1,1,1
4412361,Australia,New South Wales,BYRON SHIRE COUNCIL,House,22.61,$240.00 ,Entire home/apt,2,2,3
25946799,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,24.75,$240.00 ,Entire home/apt,1,0,2
27535689,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.33,$158.00 ,Entire home/apt,1,0,1
30429175,Australia,NSW,BYRON SHIRE COUNCIL,House,23.36,$256.00 ,Entire home/apt,1,2,2
13362558,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.21,$175.00 ,Entire home/apt,1,1,2
2748200,Australia,New South Wales,BYRON SHIRE COUNCIL,Apartment,23.82,$195.00 ,Entire home/apt,1,1,1
5028833,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.21,$195.00 ,Entire home/apt,1,1,1
22108528,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.91,$260.00 ,Entire home/apt,1,1,1
15537259,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.41,$161.00 ,Private room,1,1,2
31599279,Australia,NSW,BYRON SHIRE COUNCIL,House,22.25,$220.00 ,Entire home/apt,1,2,2
29826974,Australia,NSW,BYRON SHIRE COUNCIL,House,23.20,$170.00 ,Private room,1,1,1
33749855,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,24.15,$221.00 ,Private room,1,2,5
31599526,Australia,NSW,BYRON SHIRE COUNCIL,House,22.06,$210.00 ,Private room,1,1,1
13866481,Australia,NSW,BYRON SHIRE COUNCIL,House,23.00,$171.00 ,Entire home/apt,1,1,1
11686787,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,22.55,$180.00 ,Entire home/apt,1,2,3
15032616,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.55,$200.00 ,Entire home/apt,1,1,1
3989879,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.09,$200.00 ,Entire home/apt,1,1,1
22197905,Australia,NSW,BYRON SHIRE COUNCIL,House,23.93,$200.00 ,Entire home/apt,1,2,3
1882006,Australia,NSW,BYRON SHIRE COUNCIL,House,23.93,$200.00 ,Private room,1,2,2
4412375,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.70,$200.00 ,Entire home/apt,1,2,3
14174139,Australia,NSW,BYRON SHIRE COUNCIL,House,23.70,$190.00 ,Private room,1,1,1
7547968,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,24.92,$236.00 ,Entire home/apt,1,1,1
23403956,Australia,NSW,BYRON SHIRE COUNCIL,House,25.18,$250.00 ,Entire home/apt,1.5,2,2
26948957,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.74,$250.00 ,Entire home/apt,2,2,2
30894469,Australia,NSW,BYRON SHIRE COUNCIL,House,23.50,$250.00 ,Entire home/apt,2,2,2
17882219,Australia,NSW,BYRON SHIRE COUNCIL,House,23.26,$250.00 ,Entire home/apt,1,0,1
